"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"175",5,1,0,0,0,34,0,1,15.6206083297729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",6,0,0,1,0,55,1,1,15.2300329208374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",3,0,0,1,0,30,1,1,15.2300329208374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",7,1,1,1,0,51,1,0,14.0726194381714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"179",4,0,0,0,0,22,0,0,14.1064805984497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"180",3,1,0,1,0,27,1,0,15.0068893432617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"181",6,1,0,0,0,28,1,0,15.2300329208374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"182",6,1,0,1,0,25,0,1,14.9274616241455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",4,0,0,0,0,38,0,0,14.9274616241455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"184",5,1,0,1,0,31,0,0,15.6206083297729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"185",2,1,0,0,0,45,1,1,14.3743667602539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",3,1,0,0,0,31,0,0,15.6206083297729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"187",4,1,0,0,0,40,0,0,15.6206083297729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"188",5,1,1,1,0,33,1,0,15.1246728897095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"189",5,1,0,1,0,45,1,0,13.8437385559082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"190",5,1,0,1,0,31,0,0,14.1627111434937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"191",6,0,0,1,0,42,0,0,14.7043180465698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"192",8,0,0,1,0,33,1,0,14.9423503875732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"193",3,1,0,0,0,54,1,0,13.9093360900879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"194",4,1,0,1,0,44,1,0,15.635498046875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"195",2,0,1,1,0,25,1,0,15.1246728897095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"196",6,0,0,1,0,43,0,0,14.2343139648438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"197",5,0,0,1,0,37,0,0,14.4166355133057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"198",9,1,0,1,0,36,0,0,15.6206083297729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"199",7,1,0,1,0,53,1,0,14.53688621521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"200",10,1,0,1,0,30,0,0,14.7043180465698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"201",6,0,0,0,0,36,1,0,13.8437385559082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"202",8,1,1,0,0,30,0,0,15.3329267501831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"203",6,1,0,1,0,31,0,0,15.6206083297729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"204",5,0,0,0,0,30,1,0,14.7192077636719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"205",3,1,0,0,0,30,0,0,15.6206083297729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"206",2,1,0,0,0,25,0,0,15.6206083297729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"207",15,1,0,1,0,30,0,0,15.515248298645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"208",3,0,1,1,0,32,1,0,14.9423503875732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"209",4,0,0,1,0,37,1,1,15.2300329208374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",7,0,0,1,0,38,1,0,13.8437385559082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"211",4,1,0,0,0,48,1,1,15.635498046875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",5,1,1,0,0,39,1,0,15.2300329208374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"213",4,0,0,0,0,30,1,0,14.53688621521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"214",3,1,1,0,0,30,0,0,15.3329267501831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"215",1,0,0,0,0,56,1,0,14.7192077636719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"216",3,1,0,0,0,28,1,1,13.2536630630493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",3,0,0,1,0,21,1,0,13.8437385559082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"218",6,1,1,0,0,30,0,1,13.6428775787354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",4,0,0,1,0,55,0,0,13.3180236816406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"220",5,1,0,0,0,35,1,0,14.0726194381714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"221",4,1,0,0,0,35,0,0,13.7192974090576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"222",5,1,0,1,0,40,1,0,14.3618440628052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"223",4,0,0,1,0,40,0,0,15.6206083297729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"224",13,0,0,1,0,57,1,0,14.7192077636719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
