"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"184",5,0,0,1,0,50,0,0,15.3985300064087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"185",6,1,0,1,0,49,0,1,15.1108474731445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",8,0,0,0,1,40,1,0,11.5652379989624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"187",4,1,0,1,0,29,0,1,14.8006925582886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",4,1,0,1,0,36,1,0,14.6745510101318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"189",11,1,1,0,1,26,1,0,11.1269826889038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"190",2,0,1,0,1,50,0,1,11.5272884368896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",6,1,0,0,1,35,0,0,14.6408443450928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"192",4,1,0,1,0,28,0,1,14.4177007675171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",5,0,0,1,0,33,0,0,14.1945571899414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"194",3,1,0,1,0,54,1,0,13.6945810317993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"195",12,1,1,1,1,37,1,0,13.6527118682861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"196",8,0,0,0,0,46,1,0,12.2255954742432,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"197",6,1,0,0,0,22,0,1,15.1108474731445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",6,0,0,1,0,46,0,0,12.9905843734741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"199",3,1,0,1,0,29,1,0,14.6606149673462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"200",4,0,0,1,0,46,0,0,11.8919715881348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"201",14,1,0,0,0,24,1,1,13.835033416748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",7,0,0,0,0,27,0,0,12.8082628250122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"203",4,0,0,0,1,29,1,0,11.937912940979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"204",2,1,0,1,0,50,1,1,15.2213277816772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",6,1,0,1,1,53,0,0,14.2353792190552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"206",3,1,0,0,1,26,1,1,14.4228200912476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",16,0,0,0,0,31,1,1,14.6272144317627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",10,1,0,1,0,24,1,0,14.9336452484131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"209",4,0,0,1,1,37,1,0,10.8880910873413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"210",10,1,0,0,0,27,0,0,14.1945571899414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"211",4,1,1,0,0,27,0,0,15.3985300064087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"212",5,1,0,0,0,45,1,0,14.7105016708374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"213",7,0,0,0,1,40,1,1,12.2255954742432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",4,0,0,0,0,40,0,0,15.3985300064087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"215",7,1,0,0,1,39,1,0,13.1418857574463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"216",4,1,0,0,1,47,0,0,14.5230627059937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"217",4,1,0,0,0,51,0,1,15.1108474731445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",4,0,0,0,0,30,0,0,13.7890920639038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"219",4,1,0,0,0,42,0,0,15.3985300064087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"220",8,1,0,0,1,34,0,0,12.913613319397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"221",6,1,0,0,0,29,0,0,14.7053823471069,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"222",3,1,0,1,0,27,0,1,14.600022315979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",5,1,0,0,1,40,0,0,15.5163125991821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"224",5,1,0,0,1,29,0,0,14.7053823471069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"225",6,1,0,1,0,45,0,0,15.1108474731445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"226",5,1,0,1,1,55,0,0,14.8595314025879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"227",7,1,0,0,1,56,1,1,14.5690021514893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",4,1,0,0,1,57,0,0,11.304235458374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"229",6,0,0,0,1,45,0,1,14.4822387695312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",6,1,1,0,0,49,0,0,13.9068746566772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"231",17,0,0,0,0,33,0,1,12.8082628250122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
